Time,PGN,SPN,Value
1385747161.839903,EEC1,61444,Engine Speed,649.250
1385747161.849896,EEC1,61444,Engine Speed,649.250
1385747161.860851,EEC1,61444,Engine Speed,649.250
1385747161.869903,EEC1,61444,Engine Speed,649.000
1385747161.880859,EEC1,61444,Engine Speed,649.000
1385747161.890095,EEC1,61444,Engine Speed,649.000
1385747161.899911,EEC1,61444,Engine Speed,650.000
1385747161.909899,EEC1,61444,Engine Speed,650.000
1385747161.920858,EEC1,61444,Engine Speed,650.000
1385747161.929894,EEC1,61444,Engine Speed,650.750
1385747161.939909,EEC1,61444,Engine Speed,650.750
1385747161.949892,EEC1,61444,Engine Speed,650.750
1385747161.959901,EEC1,61444,Engine Speed,649.750
1385747161.969889,EEC1,61444,Engine Speed,649.750
1385747161.979901,EEC1,61444,Engine Speed,649.750
1385747161.989889,EEC1,61444,Engine Speed,651.250
1385747162.000002,EEC1,61444,Engine Speed,651.250
1385747162.009966,EEC1,61444,Engine Speed,651.250
1385747162.019968,EEC1,61444,Engine Speed,650.250
1385747162.029959,EEC1,61444,Engine Speed,650.250
1385747162.040916,EEC1,61444,Engine Speed,650.250
1385747162.049958,EEC1,61444,Engine Speed,649.000
1385747162.060915,EEC1,61444,Engine Speed,649.000
1385747162.069966,EEC1,61444,Engine Speed,649.000
1385747162.079974,EEC1,61444,Engine Speed,650.000
1385747162.089962,EEC1,61444,Engine Speed,650.000
1385747162.099999,EEC1,61444,Engine Speed,650.000
1385747162.110917,EEC1,61444,Engine Speed,650.250
1385747162.119968,EEC1,61444,Engine Speed,650.250
1385747162.129956,EEC1,61444,Engine Speed,650.250
1385747162.139973,EEC1,61444,Engine Speed,649.250
1385747162.150913,EEC1,61444,Engine Speed,649.250
1385747162.159969,EEC1,61444,Engine Speed,649.250
1385747162.170916,EEC1,61444,Engine Speed,649.250
1385747162.179971,EEC1,61444,Engine Speed,651.000
1385747162.189960,EEC1,61444,Engine Speed,651.000
1385747162.200914,EEC1,61444,Engine Speed,651.000
1385747162.209951,EEC1,61444,Engine Speed,649.750
1385747162.220907,EEC1,61444,Engine Speed,649.750
1385747162.230918,EEC1,61444,Engine Speed,649.750
1385747162.239971,EEC1,61444,Engine Speed,649.500
1385747162.249956,EEC1,61444,Engine Speed,649.500
1385747162.259968,EEC1,61444,Engine Speed,649.500
1385747162.271962,EEC1,61444,Engine Speed,650.250
1385747162.279966,EEC1,61444,Engine Speed,650.250
1385747162.290921,EEC1,61444,Engine Speed,650.250
1385747162.299962,EEC1,61444,Engine Speed,651.250
1385747162.309977,EEC1,61444,Engine Speed,651.250
1385747162.320916,EEC1,61444,Engine Speed,651.250
1385747162.329947,EEC1,61444,Engine Speed,649.750
1385747162.339959,EEC1,61444,Engine Speed,649.750
1385747162.349947,EEC1,61444,Engine Speed,649.750
1385747162.359968,EEC1,61444,Engine Speed,651.000
1385747162.370925,EEC1,61444,Engine Speed,651.000
1385747162.379966,EEC1,61444,Engine Speed,651.000
1385747162.389950,EEC1,61444,Engine Speed,649.500
1385747162.399967,EEC1,61444,Engine Speed,649.500
1385747162.409953,EEC1,61444,Engine Speed,649.500
1385747162.419969,EEC1,61444,Engine Speed,649.000
1385747162.430917,EEC1,61444,Engine Speed,649.000
1385747162.439972,EEC1,61444,Engine Speed,649.000
1385747162.450905,EEC1,61444,Engine Speed,650.250
1385747162.459960,EEC1,61444,Engine Speed,650.250
1385747162.469951,EEC1,61444,Engine Speed,650.250
1385747162.479969,EEC1,61444,Engine Speed,650.750
1385747162.490968,EEC1,61444,Engine Speed,650.750
1385747162.499987,EEC1,61444,Engine Speed,650.750
1385747162.509943,EEC1,61444,Engine Speed,649.750
1385747162.519956,EEC1,61444,Engine Speed,649.750
1385747162.529949,EEC1,61444,Engine Speed,649.750
1385747162.541903,EEC1,61444,Engine Speed,650.750
1385747162.549947,EEC1,61444,Engine Speed,650.750
1385747162.560901,EEC1,61444,Engine Speed,650.750
1385747162.570909,EEC1,61444,Engine Speed,650.750
1385747162.579953,EEC1,61444,Engine Speed,649.750
1385747162.590901,EEC1,61444,Engine Speed,649.750
1385747162.599957,EEC1,61444,Engine Speed,649.750
1385747162.610905,EEC1,61444,Engine Speed,649.250
1385747162.619956,EEC1,61444,Engine Speed,649.250
1385747162.630907,EEC1,61444,Engine Speed,649.250
1385747162.640903,EEC1,61444,Engine Speed,650.250
1385747162.650914,EEC1,61444,Engine Speed,650.250
1385747162.659960,EEC1,61444,Engine Speed,650.250
1385747162.669948,EEC1,61444,Engine Speed,650.500
1385747162.679982,EEC1,61444,Engine Speed,650.500
1385747162.690909,EEC1,61444,Engine Speed,650.500
1385747162.701894,EEC1,61444,Engine Speed,649.750
1385747162.709937,EEC1,61444,Engine Speed,649.750
1385747162.720896,EEC1,61444,Engine Speed,649.750
1385747162.729945,EEC1,61444,Engine Speed,650.500
1385747162.739956,EEC1,61444,Engine Speed,650.500
1385747162.749967,EEC1,61444,Engine Speed,650.500
1385747162.760897,EEC1,61444,Engine Speed,649.250
1385747162.770902,EEC1,61444,Engine Speed,649.250
1385747162.779951,EEC1,61444,Engine Speed,649.250
1385747162.789942,EEC1,61444,Engine Speed,648.750
1385747162.799955,EEC1,61444,Engine Speed,648.750
1385747162.809938,EEC1,61444,Engine Speed,648.750
1385747162.820902,EEC1,61444,Engine Speed,650.000
1385747162.829946,EEC1,61444,Engine Speed,650.000
1385747162.839957,EEC1,61444,Engine Speed,650.000
1385747162.849901,EEC1,61444,Engine Speed,650.500
1385747162.860901,EEC1,61444,Engine Speed,650.500
1385747162.869942,EEC1,61444,Engine Speed,650.500
1385747162.880894,EEC1,61444,Engine Speed,649.250
1385747162.889941,EEC1,61444,Engine Speed,649.250
1385747162.899975,EEC1,61444,Engine Speed,649.250
1385747162.909944,EEC1,61444,Engine Speed,650.000
1385747162.920900,EEC1,61444,Engine Speed,650.000
1385747162.929944,EEC1,61444,Engine Speed,650.000
1385747162.939951,EEC1,61444,Engine Speed,649.000
1385747162.949947,EEC1,61444,Engine Speed,649.000
1385747162.959958,EEC1,61444,Engine Speed,649.000
1385747162.970905,EEC1,61444,Engine Speed,649.000
1385747162.979951,EEC1,61444,Engine Speed,648.750
1385747162.989939,EEC1,61444,Engine Speed,648.750
1385747163.000002,EEC1,61444,Engine Speed,648.750
1385747163.009971,EEC1,61444,Engine Speed,649.750
1385747163.019988,EEC1,61444,Engine Speed,649.750
1385747163.030940,EEC1,61444,Engine Speed,649.750
1385747163.039987,EEC1,61444,Engine Speed,650.500
1385747163.049971,EEC1,61444,Engine Speed,650.500
1385747163.060932,EEC1,61444,Engine Speed,650.500
1385747163.069972,EEC1,61444,Engine Speed,649.500
1385747163.079983,EEC1,61444,Engine Speed,649.500
1385747163.089987,EEC1,61444,Engine Speed,649.500
1385747163.099979,EEC1,61444,Engine Speed,650.250
1385747163.110929,EEC1,61444,Engine Speed,650.250
1385747163.119978,EEC1,61444,Engine Speed,650.250
1385747163.129971,EEC1,61444,Engine Speed,649.500
1385747163.139982,EEC1,61444,Engine Speed,649.500
1385747163.150930,EEC1,61444,Engine Speed,649.500
1385747163.159986,EEC1,61444,Engine Speed,648.500
1385747163.169969,EEC1,61444,Engine Speed,648.500
1385747163.179981,EEC1,61444,Engine Speed,648.500
1385747163.189967,EEC1,61444,Engine Speed,649.750
1385747163.200924,EEC1,61444,Engine Speed,649.750
1385747163.209968,EEC1,61444,Engine Speed,649.750
1385747163.220922,EEC1,61444,Engine Speed,650.250
1385747163.229968,EEC1,61444,Engine Speed,650.250
1385747163.239980,EEC1,61444,Engine Speed,650.250
1385747163.249970,EEC1,61444,Engine Speed,649.500
1385747163.259977,EEC1,61444,Engine Speed,649.500
1385747163.270927,EEC1,61444,Engine Speed,649.500
1385747163.279977,EEC1,61444,Engine Speed,650.750
1385747163.289966,EEC1,61444,Engine Speed,650.750
1385747163.299978,EEC1,61444,Engine Speed,650.750
1385747163.309961,EEC1,61444,Engine Speed,649.250
1385747163.319973,EEC1,61444,Engine Speed,649.250
1385747163.329964,EEC1,61444,Engine Speed,649.250
1385747163.339983,EEC1,61444,Engine Speed,649.000
1385747163.349969,EEC1,61444,Engine Speed,649.000
1385747163.359984,EEC1,61444,Engine Speed,649.000
1385747163.370932,EEC1,61444,Engine Speed,649.000
1385747163.379978,EEC1,61444,Engine Speed,649.500
1385747163.389964,EEC1,61444,Engine Speed,649.500
1385747163.399978,EEC1,61444,Engine Speed,649.500
1385747163.409962,EEC1,61444,Engine Speed,649.750
1385747163.420918,EEC1,61444,Engine Speed,649.750
1385747163.430921,EEC1,61444,Engine Speed,649.750
1385747163.439981,EEC1,61444,Engine Speed,649.000
1385747163.450929,EEC1,61444,Engine Speed,649.000
1385747163.459982,EEC1,61444,Engine Speed,649.000
1385747163.470922,EEC1,61444,Engine Speed,650.500
1385747163.479976,EEC1,61444,Engine Speed,650.500
1385747163.490146,EEC1,61444,Engine Speed,650.500
1385747163.499970,EEC1,61444,Engine Speed,649.000
1385747163.509965,EEC1,61444,Engine Speed,649.000
1385747163.519985,EEC1,61444,Engine Speed,649.000
1385747163.530918,EEC1,61444,Engine Speed,648.750
1385747163.540914,EEC1,61444,Engine Speed,648.750
1385747163.549961,EEC1,61444,Engine Speed,648.750
1385747163.560916,EEC1,61444,Engine Speed,649.500
1385747163.569961,EEC1,61444,Engine Speed,649.500
1385747163.580005,EEC1,61444,Engine Speed,649.500
1385747163.590911,EEC1,61444,Engine Speed,650.500
1385747163.599970,EEC1,61444,Engine Speed,650.500
1385747163.610918,EEC1,61444,Engine Speed,650.500
1385747163.619972,EEC1,61444,Engine Speed,649.500
1385747163.629962,EEC1,61444,Engine Speed,649.500
1385747163.640919,EEC1,61444,Engine Speed,649.500
1385747163.650918,EEC1,61444,Engine Speed,651.000
1385747163.659971,EEC1,61444,Engine Speed,651.000
1385747163.669961,EEC1,61444,Engine Speed,651.000
1385747163.679961,EEC1,61444,Engine Speed,649.750
1385747163.690914,EEC1,61444,Engine Speed,649.750
1385747163.700909,EEC1,61444,Engine Speed,649.750
1385747163.709956,EEC1,61444,Engine Speed,649.500
1385747163.719967,EEC1,61444,Engine Speed,649.500
1385747163.729955,EEC1,61444,Engine Speed,649.500
1385747163.739964,EEC1,61444,Engine Speed,650.250
1385747163.749950,EEC1,61444,Engine Speed,650.250
1385747163.759966,EEC1,61444,Engine Speed,650.250
1385747163.770914,EEC1,61444,Engine Speed,650.250
1385747163.779970,EEC1,61444,Engine Speed,651.000
1385747163.789957,EEC1,61444,Engine Speed,651.000
1385747163.799972,EEC1,61444,Engine Speed,651.000
1385747163.809955,EEC1,61444,Engine Speed,650.000
1385747163.819974,EEC1,61444,Engine Speed,650.000
1385747163.830923,EEC1,61444,Engine Speed,650.000
1385747163.839966,EEC1,61444,Engine Speed,651.000
1385747163.849955,EEC1,61444,Engine Speed,651.000
1385747163.861911,EEC1,61444,Engine Speed,651.000
1385747163.869954,EEC1,61444,Engine Speed,650.000
1385747163.880908,EEC1,61444,Engine Speed,650.000
1385747163.890034,EEC1,61444,Engine Speed,650.000
1385747163.899970,EEC1,61444,Engine Speed,649.500
1385747163.909953,EEC1,61444,Engine Speed,649.500
1385747163.920912,EEC1,61444,Engine Speed,649.500
1385747163.929955,EEC1,61444,Engine Speed,650.500
1385747163.939965,EEC1,61444,Engine Speed,650.500
1385747163.949951,EEC1,61444,Engine Speed,650.500
1385747163.959962,EEC1,61444,Engine Speed,651.000
1385747163.969950,EEC1,61444,Engine Speed,651.000
1385747163.979962,EEC1,61444,Engine Speed,651.000
1385747163.989950,EEC1,61444,Engine Speed,650.000
1385747164.000003,EEC1,61444,Engine Speed,650.000
1385747164.009982,EEC1,61444,Engine Speed,650.000
1385747164.019983,EEC1,61444,Engine Speed,651.250
1385747164.029984,EEC1,61444,Engine Speed,651.250
1385747164.040936,EEC1,61444,Engine Speed,651.250
1385747164.049980,EEC1,61444,Engine Speed,650.500
1385747164.060939,EEC1,61444,Engine Speed,650.500
1385747164.069939,EEC1,61444,Engine Speed,650.500
1385747164.079983,EEC1,61444,Engine Speed,649.750
1385747164.089976,EEC1,61444,Engine Speed,649.750
1385747164.099989,EEC1,61444,Engine Speed,649.750
1385747164.110957,EEC1,61444,Engine Speed,651.000
1385747164.119992,EEC1,61444,Engine Speed,651.000
1385747164.129980,EEC1,61444,Engine Speed,651.000
1385747164.139992,EEC1,61444,Engine Speed,651.000
1385747164.150944,EEC1,61444,Engine Speed,651.000
1385747164.160014,EEC1,61444,Engine Speed,651.000
1385747164.170939,EEC1,61444,Engine Speed,651.000
1385747164.179982,EEC1,61444,Engine Speed,649.750
1385747164.190930,EEC1,61444,Engine Speed,649.750
1385747164.200933,EEC1,61444,Engine Speed,649.750
1385747164.209975,EEC1,61444,Engine Speed,650.750
1385747164.220929,EEC1,61444,Engine Speed,650.750
1385747164.230934,EEC1,61444,Engine Speed,650.750
1385747164.239982,EEC1,61444,Engine Speed,649.750
1385747164.250925,EEC1,61444,Engine Speed,649.750
1385747164.259980,EEC1,61444,Engine Speed,649.750
1385747164.270924,EEC1,61444,Engine Speed,648.750
1385747164.279980,EEC1,61444,Engine Speed,648.750
1385747164.289976,EEC1,61444,Engine Speed,648.750
1385747164.300931,EEC1,61444,Engine Speed,650.000
1385747164.309975,EEC1,61444,Engine Speed,650.000
1385747164.319988,EEC1,61444,Engine Speed,650.000
1385747164.329975,EEC1,61444,Engine Speed,650.500
1385747164.339987,EEC1,61444,Engine Speed,650.500
1385747164.351262,EEC1,61444,Engine Speed,650.500
1385747164.359979,EEC1,61444,Engine Speed,649.750
1385747164.369969,EEC1,61444,Engine Speed,649.750
1385747164.379986,EEC1,61444,Engine Speed,649.750
1385747164.389964,EEC1,61444,Engine Speed,651.250
1385747164.399988,EEC1,61444,Engine Speed,651.250
1385747164.410931,EEC1,61444,Engine Speed,651.250
1385747164.419999,EEC1,61444,Engine Speed,650.250
1385747164.429967,EEC1,61444,Engine Speed,650.250
1385747164.439979,EEC1,61444,Engine Speed,650.250
1385747164.450927,EEC1,61444,Engine Speed,650.250
1385747164.460007,EEC1,61444,Engine Speed,650.250
1385747164.470925,EEC1,61444,Engine Speed,650.250
1385747164.480006,EEC1,61444,Engine Speed,650.250
1385747164.489966,EEC1,61444,Engine Speed,650.250
1385747164.499989,EEC1,61444,Engine Speed,650.250
1385747164.509965,EEC1,61444,Engine Speed,650.750
1385747164.520919,EEC1,61444,Engine Speed,650.750
1385747164.529968,EEC1,61444,Engine Speed,650.750
1385747164.540916,EEC1,61444,Engine Speed,649.750
1385747164.549963,EEC1,61444,Engine Speed,649.750
1385747164.560915,EEC1,61444,Engine Speed,649.750
1385747164.570924,EEC1,61444,Engine Speed,651.250
1385747164.579970,EEC1,61444,Engine Speed,651.250
1385747164.589970,EEC1,61444,Engine Speed,651.250
1385747164.599983,EEC1,61444,Engine Speed,651.250
1385747164.610909,EEC1,61444,Engine Speed,649.750
1385747164.619975,EEC1,61444,Engine Speed,649.750
1385747164.630922,EEC1,61444,Engine Speed,649.750
1385747164.639982,EEC1,61444,Engine Speed,649.500
1385747164.650930,EEC1,61444,Engine Speed,649.500
1385747164.659980,EEC1,61444,Engine Speed,649.500
1385747164.669961,EEC1,61444,Engine Speed,650.750
1385747164.679975,EEC1,61444,Engine Speed,650.750
1385747164.690927,EEC1,61444,Engine Speed,650.750
1385747164.700923,EEC1,61444,Engine Speed,651.000
1385747164.709967,EEC1,61444,Engine Speed,651.000
1385747164.720924,EEC1,61444,Engine Speed,651.000
1385747164.729962,EEC1,61444,Engine Speed,650.000
1385747164.739974,EEC1,61444,Engine Speed,650.000
1385747164.749970,EEC1,61444,Engine Speed,650.000
1385747164.759977,EEC1,61444,Engine Speed,651.000
1385747164.770925,EEC1,61444,Engine Speed,651.000
1385747164.779976,EEC1,61444,Engine Speed,651.000
1385747164.789959,EEC1,61444,Engine Speed,649.500
1385747164.799972,EEC1,61444,Engine Speed,649.500
1385747164.809962,EEC1,61444,Engine Speed,649.500
1385747164.819970,EEC1,61444,Engine Speed,648.500
1385747164.829967,EEC1,61444,Engine Speed,648.500
1385747164.839979,EEC1,61444,Engine Speed,648.500
1385747164.849958,EEC1,61444,Engine Speed,649.250
1385747164.860915,EEC1,61444,Engine Speed,649.250
1385747164.869956,EEC1,61444,Engine Speed,649.250
1385747164.880913,EEC1,61444,Engine Speed,649.750
1385747164.889908,EEC1,61444,Engine Speed,649.750
1385747164.899972,EEC1,61444,Engine Speed,649.750
1385747164.909956,EEC1,61444,Engine Speed,649.000
1385747164.920912,EEC1,61444,Engine Speed,649.000
1385747164.929965,EEC1,61444,Engine Speed,649.000
1385747164.939972,EEC1,61444,Engine Speed,650.250
1385747164.949955,EEC1,61444,Engine Speed,650.250
1385747164.959967,EEC1,61444,Engine Speed,650.250
1385747164.969960,EEC1,61444,Engine Speed,649.500
1385747164.979970,EEC1,61444,Engine Speed,649.500
1385747164.989958,EEC1,61444,Engine Speed,649.500
1385747164.999979,EEC1,61444,Engine Speed,649.500
1385747165.009395,EEC1,61444,Engine Speed,648.750
1385747165.019432,EEC1,61444,Engine Speed,648.750
1385747165.030362,EEC1,61444,Engine Speed,648.750
1385747165.039411,EEC1,61444,Engine Speed,649.750
1385747165.049394,EEC1,61444,Engine Speed,649.750
1385747165.060358,EEC1,61444,Engine Speed,649.750
1385747165.069405,EEC1,61444,Engine Speed,650.000
1385747165.079429,EEC1,61444,Engine Speed,650.000
1385747165.090369,EEC1,61444,Engine Speed,650.000
1385747165.099415,EEC1,61444,Engine Speed,648.750
1385747165.111408,EEC1,61444,Engine Speed,648.750
1385747165.119406,EEC1,61444,Engine Speed,648.750
1385747165.129399,EEC1,61444,Engine Speed,650.500
1385747165.139411,EEC1,61444,Engine Speed,650.500
1385747165.151409,EEC1,61444,Engine Speed,650.500
1385747165.159417,EEC1,61444,Engine Speed,649.250
1385747165.169393,EEC1,61444,Engine Speed,649.250
1385747165.179405,EEC1,61444,Engine Speed,649.250
1385747165.189393,EEC1,61444,Engine Speed,649.250
1385747165.200350,EEC1,61444,Engine Speed,649.250
1385747165.210353,EEC1,61444,Engine Speed,649.250
1385747165.220353,EEC1,61444,Engine Speed,650.000
1385747165.229399,EEC1,61444,Engine Speed,650.000
1385747165.239411,EEC1,61444,Engine Speed,650.000
1385747165.249392,EEC1,61444,Engine Speed,650.750
1385747165.259428,EEC1,61444,Engine Speed,650.750
1385747165.271402,EEC1,61444,Engine Speed,650.750
1385747165.279436,EEC1,61444,Engine Speed,650.000
1385747165.290355,EEC1,61444,Engine Speed,650.000
1385747165.299422,EEC1,61444,Engine Speed,650.000
1385747165.309354,EEC1,61444,Engine Speed,651.000
1385747165.319433,EEC1,61444,Engine Speed,651.000
1385747165.330358,EEC1,61444,Engine Speed,651.000
1385747165.339421,EEC1,61444,Engine Speed,650.000
1385747165.350356,EEC1,61444,Engine Speed,650.000
1385747165.359417,EEC1,61444,Engine Speed,650.000
1385747165.370353,EEC1,61444,Engine Speed,649.000
1385747165.379400,EEC1,61444,Engine Speed,649.000
1385747165.390356,EEC1,61444,Engine Speed,649.000
1385747165.400356,EEC1,61444,Engine Speed,649.000
1385747165.409392,EEC1,61444,Engine Speed,650.000
1385747165.419407,EEC1,61444,Engine Speed,650.000
1385747165.430359,EEC1,61444,Engine Speed,650.000
1385747165.439406,EEC1,61444,Engine Speed,650.500
1385747165.451402,EEC1,61444,Engine Speed,650.500
1385747165.459408,EEC1,61444,Engine Speed,650.500
1385747165.469381,EEC1,61444,Engine Speed,649.250
1385747165.479399,EEC1,61444,Engine Speed,649.250
1385747165.489386,EEC1,61444,Engine Speed,649.250
1385747165.499402,EEC1,61444,Engine Speed,651.000
1385747165.510347,EEC1,61444,Engine Speed,651.000
1385747165.519774,EEC1,61444,Engine Speed,651.000
1385747165.529381,EEC1,61444,Engine Speed,650.250
1385747165.540336,EEC1,61444,Engine Speed,650.250
1385747165.549386,EEC1,61444,Engine Speed,650.250
1385747165.560346,EEC1,61444,Engine Speed,649.500
1385747165.570349,EEC1,61444,Engine Speed,649.500
1385747165.579420,EEC1,61444,Engine Speed,649.500
1385747165.589393,EEC1,61444,Engine Speed,650.500
1385747165.599401,EEC1,61444,Engine Speed,650.500
1385747165.610349,EEC1,61444,Engine Speed,650.500
1385747165.620340,EEC1,61444,Engine Speed,650.750
1385747165.629384,EEC1,61444,Engine Speed,650.750
1385747165.639396,EEC1,61444,Engine Speed,650.750
1385747165.650344,EEC1,61444,Engine Speed,650.000
1385747165.659394,EEC1,61444,Engine Speed,650.000
1385747165.669388,EEC1,61444,Engine Speed,650.000
1385747165.679395,EEC1,61444,Engine Speed,650.750
1385747165.689383,EEC1,61444,Engine Speed,650.750
1385747165.700338,EEC1,61444,Engine Speed,650.750
1385747165.709338,EEC1,61444,Engine Speed,649.500
1385747165.719394,EEC1,61444,Engine Speed,649.500
1385747165.729385,EEC1,61444,Engine Speed,649.500
1385747165.739394,EEC1,61444,Engine Speed,648.500
1385747165.749389,EEC1,61444,Engine Speed,648.500
1385747165.759401,EEC1,61444,Engine Speed,648.500
1385747165.770340,EEC1,61444,Engine Speed,649.750
1385747165.779393,EEC1,61444,Engine Speed,649.750
1385747165.789377,EEC1,61444,Engine Speed,649.750
1385747165.799392,EEC1,61444,Engine Speed,649.750
1385747165.809380,EEC1,61444,Engine Speed,650.000
1385747165.819397,EEC1,61444,Engine Speed,650.000
1385747165.830344,EEC1,61444,Engine Speed,650.000
1385747165.839389,EEC1,61444,Engine Speed,649.750
1385747165.849375,EEC1,61444,Engine Speed,649.750
1385747165.860332,EEC1,61444,Engine Speed,649.750
1385747165.869379,EEC1,61444,Engine Speed,650.750
1385747165.880330,EEC1,61444,Engine Speed,650.750
1385747165.890343,EEC1,61444,Engine Speed,650.750
1385747165.899391,EEC1,61444,Engine Speed,649.500
1385747165.909382,EEC1,61444,Engine Speed,649.500
1385747165.920346,EEC1,61444,Engine Speed,649.500
1385747165.929385,EEC1,61444,Engine Speed,649.000
1385747165.939397,EEC1,61444,Engine Speed,649.000
1385747165.949385,EEC1,61444,Engine Speed,649.000
1385747165.959389,EEC1,61444,Engine Speed,649.750
1385747165.969373,EEC1,61444,Engine Speed,649.750
1385747165.979399,EEC1,61444,Engine Speed,649.750
1385747165.989375,EEC1,61444,Engine Speed,650.250
1385747165.999391,EEC1,61444,Engine Speed,650.250
1385747166.009407,EEC1,61444,Engine Speed,650.250
1385747166.019424,EEC1,61444,Engine Speed,649.500
1385747166.029413,EEC1,61444,Engine Speed,649.500
1385747166.040367,EEC1,61444,Engine Speed,649.500
1385747166.050366,EEC1,61444,Engine Speed,650.500
1385747166.060364,EEC1,61444,Engine Speed,650.500
1385747166.069410,EEC1,61444,Engine Speed,650.500
1385747166.079414,EEC1,61444,Engine Speed,649.750
1385747166.089403,EEC1,61444,Engine Speed,649.750
1385747166.099427,EEC1,61444,Engine Speed,649.750
1385747166.111411,EEC1,61444,Engine Speed,649.250
1385747166.119414,EEC1,61444,Engine Speed,649.250
1385747166.129362,EEC1,61444,Engine Speed,649.250
1385747166.139416,EEC1,61444,Engine Speed,650.250
1385747166.150369,EEC1,61444,Engine Speed,650.250
1385747166.159417,EEC1,61444,Engine Speed,650.250
1385747166.170364,EEC1,61444,Engine Speed,650.750
1385747166.179417,EEC1,61444,Engine Speed,650.750
1385747166.189403,EEC1,61444,Engine Speed,650.750
1385747166.200359,EEC1,61444,Engine Speed,650.750
1385747166.209399,EEC1,61444,Engine Speed,649.750
1385747166.220350,EEC1,61444,Engine Speed,649.750
1385747166.230358,EEC1,61444,Engine Speed,649.750
1385747166.239414,EEC1,61444,Engine Speed,650.750
1385747166.249402,EEC1,61444,Engine Speed,650.750
1385747166.259414,EEC1,61444,Engine Speed,650.750
1385747166.270350,EEC1,61444,Engine Speed,650.250
1385747166.280354,EEC1,61444,Engine Speed,650.250
1385747166.290365,EEC1,61444,Engine Speed,650.250
1385747166.299408,EEC1,61444,Engine Speed,649.250
1385747166.309401,EEC1,61444,Engine Speed,649.250
1385747166.319708,EEC1,61444,Engine Speed,649.250
1385747166.330355,EEC1,61444,Engine Speed,650.250
1385747166.339415,EEC1,61444,Engine Speed,650.250
1385747166.349399,EEC1,61444,Engine Speed,650.250
1385747166.359414,EEC1,61444,Engine Speed,650.500
1385747166.369402,EEC1,61444,Engine Speed,650.500
1385747166.379414,EEC1,61444,Engine Speed,650.500
1385747166.390362,EEC1,61444,Engine Speed,650.000
1385747166.399413,EEC1,61444,Engine Speed,650.000
1385747166.409421,EEC1,61444,Engine Speed,650.000
1385747166.419413,EEC1,61444,Engine Speed,650.500
1385747166.429401,EEC1,61444,Engine Speed,650.500
1385747166.439422,EEC1,61444,Engine Speed,650.500
1385747166.451409,EEC1,61444,Engine Speed,649.500
1385747166.459412,EEC1,61444,Engine Speed,649.500
1385747166.469400,EEC1,61444,Engine Speed,649.500
1385747166.479412,EEC1,61444,Engine Speed,649.500
1385747166.489401,EEC1,61444,Engine Speed,649.500
1385747166.499411,EEC1,61444,Engine Speed,649.500
1385747166.509395,EEC1,61444,Engine Speed,649.750
1385747166.519408,EEC1,61444,Engine Speed,649.750
1385747166.529347,EEC1,61444,Engine Speed,649.750
1385747166.540351,EEC1,61444,Engine Speed,650.250
1385747166.549394,EEC1,61444,Engine Speed,650.250
1385747166.560351,EEC1,61444,Engine Speed,650.250
1385747166.570358,EEC1,61444,Engine Speed,649.500
1385747166.579409,EEC1,61444,Engine Speed,649.500
1385747166.589398,EEC1,61444,Engine Speed,649.500
1385747166.599412,EEC1,61444,Engine Speed,649.500
1385747166.610356,EEC1,61444,Engine Speed,650.750
1385747166.619407,EEC1,61444,Engine Speed,650.750
1385747166.630356,EEC1,61444,Engine Speed,650.750
1385747166.639399,EEC1,61444,Engine Speed,649.750
1385747166.650347,EEC1,61444,Engine Speed,649.750
1385747166.659407,EEC1,61444,Engine Speed,649.750
1385747166.669390,EEC1,61444,Engine Speed,649.000
1385747166.679402,EEC1,61444,Engine Speed,649.000
1385747166.689422,EEC1,61444,Engine Speed,649.000
1385747166.700345,EEC1,61444,Engine Speed,649.750
1385747166.709386,EEC1,61444,Engine Speed,649.750
1385747166.720341,EEC1,61444,Engine Speed,649.750
1385747166.729392,EEC1,61444,Engine Speed,650.250
1385747166.739401,EEC1,61444,Engine Speed,650.250
1385747166.749387,EEC1,61444,Engine Speed,650.250
1385747166.759399,EEC1,61444,Engine Speed,649.000
1385747166.770360,EEC1,61444,Engine Speed,649.000
1385747166.779408,EEC1,61444,Engine Speed,649.000
1385747166.789387,EEC1,61444,Engine Speed,650.250
1385747166.799402,EEC1,61444,Engine Speed,650.250
1385747166.809388,EEC1,61444,Engine Speed,650.250
1385747166.819395,EEC1,61444,Engine Speed,648.750
1385747166.829390,EEC1,61444,Engine Speed,648.750
1385747166.839414,EEC1,61444,Engine Speed,648.750
1385747166.849390,EEC1,61444,Engine Speed,648.000
1385747166.860351,EEC1,61444,Engine Speed,648.000
1385747166.869394,EEC1,61444,Engine Speed,648.000
1385747166.880347,EEC1,61444,Engine Speed,649.250
1385747166.889385,EEC1,61444,Engine Speed,649.250
1385747166.899410,EEC1,61444,Engine Speed,649.250
1385747166.909388,EEC1,61444,Engine Speed,650.000
1385747166.920346,EEC1,61444,Engine Speed,650.000
1385747166.929389,EEC1,61444,Engine Speed,650.000
1385747166.939405,EEC1,61444,Engine Speed,649.750
1385747166.949340,EEC1,61444,Engine Speed,649.750
1385747166.959420,EEC1,61444,Engine Speed,649.750
1385747166.970348,EEC1,61444,Engine Speed,651.000
1385747166.979400,EEC1,61444,Engine Speed,651.000
1385747166.989386,EEC1,61444,Engine Speed,651.000
1385747167.000002,EEC1,61444,Engine Speed,651.000
1385747167.009036,EEC1,61444,Engine Speed,650.000
